Sentence,ADF Score,FK Grade Level,Reading Time,WF Score
"A group of popular football players and cheerleaders - notably the school's First Couple, Quinn (Dianna Agron) and Finn (Cory Monteith) - have joined the much-scorned glee club, and their friends and coaches (including Jane Lynch's fabulously demonic cheerleader leader) are tormenting them.",4.545454545454546,20.5,3.66,7.999399999999998
"""A half-point hike can't be ruled out even if the odds are slim,"" says Shane Oliver, chief economist at AMP Capital.",13.043478260869565,7.9,1.41,5.582400000000001
"A handful of others in southwest Houston and Humble said they had concerns about Locke's past as a fiery civil rights activist, although several voters near Acres Homes found that aspect of his past persuasive.",11.11111111111111,15.8,2.59,6.363200000000001
"Ahead of the release of new findings from Queensland's Crime and Misconduct Commission on illicit drugs, intelligence director Chris Keen confirmed that cocaine use ""is more prevalent over a wider range of demographics"".",8.823529411764707,16.2,2.76,7.012400000000001
"Ahead of the typhoon, millions of Filipinos had boarded buses heading to home provinces for this weekend's All Saints Day, when people visit cemeteries to pay respects to dead relatives in this devoutly Roman Catholic nation.",2.7027027027027026,16.2,2.79,7.074499999999999
Aides to the state's congressional delegation noted that Massachusetts is already digging deep into its own accounts to help fund its health care system.,12.0,12.7,1.91,6.1911
"Airport Extreme Connection, iBook G4...please help!",0.0,8.0,0.68,5.676100000000001
(a) It's probably just a good idea to keep a backup of the original file.,12.5,5.6,0.87,5.1822
"A joint venture between several major networks, Hulu delivers free, ad-supported programming via online streams - an untested model for long-term profitability, at least when it comes to television.",26.666666666666668,16.6,2.5,7.4182999999999995
"A jump in the import index to 52.8 from 50.7 ""shows an acceleration of domestic demand,"" Zhang said.",5.0,9.1,1.22,5.7587
"A key change from the vetoed bill would tie new contribution limits to the primary and general elections rather than calendar years, reducing the advantage of incumbents who could raise money around the clock.",8.823529411764707,16.6,2.59,7.272400000000001
"A Kingwood woman said she supported Locke because of the organizations and individuals who back him, such as business groups and unions.",4.545454545454546,11.9,1.69,5.931
"A large debris field has been located, and debris has been collected, he said.",7.142857142857142,6.4,0.95,5.521699999999999
Alas...,0.0,-3.5,0.1,4.876100000000001
A lawyer for Burma's detained opposition leader Aung San Suu Kyi says she has been informed of the upcoming visit of two senior U.S. officials and is preparing to meet them.,6.0606060606060606,14.2,2.1,6.5119
Albany is about 2 hours east of Cooperstown towards Boston and it is easy to get on the Mass turnpike from there.,4.545454545454546,8.3,1.35,6.1884
"Alistair Darling is expected to confirm over the next few days that assets belonging to the two banks, which are majority-owned by the taxpayer, will be sold off to boost competition.",6.25,15.4,2.25,6.6274
Alistair Darling is to trigger a banking revolution in the next few days that will see well-known names return to the High Street.,8.333333333333332,9.9,1.59,6.5755
"Alistair Darling, the chancellor, warned ministers of tough times ahead and stated that any new projects would need to be ""paid for by savings elsewhere"".",8.0,10.7,1.91,6.0199
"A little bit of that makes sense to me, but not a lot of it.",6.666666666666667,3.2,0.68,5.690099999999999
"A little Google-fu later and I found that it wasn't a particularly pricey item, but it would be much appreciated by my friend and show that I notice things that matter to him.",5.714285714285714,13.8,2.1,6.2596
"All 14 of the tanks will be used by the chemical steam generators units that will be installed on the A-3 stand for creating simulated altitudes of up to 100,000 feet, a testing environment for Constellation, initially to validate the performance of the J2-X engine for the upper stage of the new Ares I launch vehicle.",5.084745762711865,24.0,3.88,7.421000000000001
"All 15 were shot to death, they said.",0.0,-0.8,0.44,5.3138000000000005
All boosted by the frictionless billing that Apple has created in the App Store.,0.0,6.4,0.98,5.5666
"All circles in Queensland support development of the Australia-China friendly and cooperative relationship, Bligh said.",6.25,15.0,1.54,5.834200000000001
"""All hands need to be on deck.""",0.0,-1.2,0.37,5.344100000000001
All I can do is guess.,0.0,-1.5,0.25,5.033600000000001
all it is is a system of boardwalks built on the rocks in front of the bridal veil falls (the smaller falls between the american and horseshoe falls that wont kill you if you get close).,11.11111111111111,12.6,2.22,6.623899999999998
All it needed was a spark - the elements were already there.,0.0,6.4,0.72,5.6786
"All it took for things to lurch out of control, investigators, students and community leaders say, was opportunity - and that came when the girl left the school dance Saturday night, walked by a group of bad boys boozing hard in the unlit courtyard, and accepted their invitation to hang out.",4.0,21.6,3.55,7.5034
"All of the early cases were from foreign visitors, though not just from the US.",13.333333333333334,5.6,0.95,6.310099999999999
"allright, that might be it.",0.0,0.5,0.34,5.0333000000000006
"All seven aboard the Coast Guard plane are stationed at the Coast Guard Air Station in Sacramento, Calif., where their aircraft was based.",0.0,8.7,1.7,5.148300000000001
"""All the ones that have contacted me are considering their positions,"" he said.",0.0,7.2,0.98,5.3043
ALL the support he gets will help guarantee our country a much needed victory.,0.0,7.6,0.95,6.361599999999999
All the video from the L.A. rehearsals and the London concerts was to be fashioned into a blockbuster theatrical release which promised to bring in countless millions more.,6.896551724137931,11.8,2.13,6.838800000000001
"All three House positions represent districts east of the Cascades, and each was vacated before the previous occupant's term expired - two by deaths, and one by a promotion.",10.344827586206897,14.2,2.13,6.600999999999999
"All told, 53,000 feet of containment booms had been set out around the ship itself as well as important beaches.",4.761904761904762,7.6,1.37,6.1533999999999995
"All told, the ""bold buckaroo with the cold green eyes"" had served his country faithfully for some fifty-five years.",20.0,7.2,1.42,6.6885
All very good just depends how much space you need.,20.0,1.3,0.62,5.907400000000001
All were being checked for spinal injuries.,14.285714285714285,2.5,0.54,5.418100000000001
"Almaleki was angry with his daughter ""as she had become too 'Westernized' and was not living according to [the family's] traditional Iraq[i] values,"" Peoria police said in a statement last week.",12.121212121212121,15.4,2.41,5.5489
Almost 300 pirate attacks were logged worldwide in 2008 alone.,10.0,4.8,0.78,5.477300000000001
"Almost 7,000 specially-trained troops in jungle warfare are also part of the total strength of the central forces to be deployed for the task.",11.538461538461538,10.3,1.75,6.3767000000000005
"Alongside Speidi, Audrina and the rest of the well-tanned Cali kids, Cavallari reprises the role she stepped into as a teenager on Hills precursor 'Laguna Beach': a flirtatious, manipulative man-eater, all shiny locks and come-hither stares.",10.256410256410255,17.3,3.03,6.2972
"Along the muddy-brown Kampar River, there are no kindly school crossing guards, no lumbering yellow buses, no lines of parents jockeying for parking space to deposit their little ones, with last-minute reminders of forgotten books and raincoats.",20.51282051282051,17.7,3.07,8.115400000000001
"Along the way, the brothers often talk about their day or the games they play at home.",0.0,4.0,1.03,5.965199999999999
"Along with comparison shopping and making a simple price book, one of the often overlooked uses for ubiquitous capture - but one I use all the time - is using your notebook to capture gift ideas.",8.823529411764707,15.4,2.35,7.017100000000001
"Along with Dodd, an old friend, Senator John F. Kerry of Massachusetts has taken Kirk under his wing, and the two meet often.",4.3478260869565215,5.4,1.51,5.938400000000001
"Along with the rump of RBS and Lloyds, the new banks will continue to be Government-owned until at least after the Election - and there will be a ban on existing banks buying up the new institutions.",8.108108108108109,15.0,2.39,7.428200000000001
A lot of damage was caused by this crisis.,0.0,2.1,0.5,5.1671
"""A lot of people are getting money from the government,"" he said, ""so it's not just embassies buying. Now regular people buy as well.""",4.0,5.6,1.63,6.9443
A lot of politicians and political operatives in DC are very impressed by polling that shows people concerned about the budget deficit.,9.090909090909092,10.7,1.67,6.1796999999999995
"Already, the lack of water is fueling tribal conflicts and insurgencies, Mr. Eryani said.",7.142857142857142,8.8,1.12,5.1335
Already these distinctions are merely fossilized conventions that stem from consumers' discovery habits.,7.6923076923076925,10.7,1.35,6.0715
"alright, well, i guess i just made a newbie mistake.",20.0,3.7,0.63,5.0665000000000004
also after configuring many times the server and fixed all parameetrs in yaboot.conf,7.142857142857142,8.4,1.06,5.1533
Also a must see if you have kids is FAO Schwarz toy store.,0.0,2.5,0.68,5.7013
Also any other hotels to consider?,16.666666666666664,8.0,0.43,5.324000000000001
"Also, check out Hotels on the right of this page to see reviews from visitors that have already come and stayed here.",0.0,8.3,1.41,5.59
Also does Plattsbugh Air Force Base still exist ?,0.0,5.2,0.6,5.5577000000000005
"Also, for The Ticket's latest coverage of these shows' recent ratings moves, click here.",13.333333333333334,7.6,1.1,6.0146
Also having a hard time deciding which area to stay in.,9.090909090909092,5.2,0.66,4.680300000000001
Also hotel recommendations would be appreciated.,0.0,18.6,0.63,5.4284
Also icons from my desktop dropped out and my desktop is inactive.,8.333333333333332,5.6,0.81,5.9491
"Also, if it's a cold day, you might want to warm up at the Butterfly Conservatory on the Niagara Parkway (in Ontario.)",4.3478260869565215,10.7,1.42,5.3786000000000005
"Also, if you like Wine, there's a nice Wine Bar / Restaurant downtown (I forget the name) , near the DMV....at least it was there 3 years ago!",7.142857142857142,9.9,1.69,5.9498
Also if you want full functionality of your printer try the HPLIP software: http://hpinkjet.sf.net,11.76470588235294,8.8,1.25,6.464
Also I'm choosing Holiday Inn so that I don't need to rent a car.,6.25,5.2,0.76,5.3269
Also interested in a great place for breakfast.,25.0,6.4,0.59,5.0685
"Also in the race are Mills Worsham, who represents the area on the HCC board, and George Foulard, 22, an operations manager at a local energy company who raised a surprising $112,000 for his first race.",8.108108108108109,15.0,2.45,5.818099999999999
"Also, is there a way to have it spindown  while not in use for a certain period of time and come back on when the  drive is requested?",3.571428571428571,10.7,1.54,6.3123
